"year","doy","lon","lat","name","AOT470","AOT550"
"2006",192,-71.269,42.528,"Billerica",1.0974311344298,0.866290285125707
"2006",192,-79.47,43.78,"Toronto",0.259630705336763,0.220414456060136
"2006",193,-79.75,44.226,"Egbert",0.243177883016004,0.189238793509227
"2006",194,-71.269,42.528,"Billerica",0.197169919415034,0.15359424929786
"2006",194,-79.75,44.226,"Egbert",0.235522042621748,0.182145398562897
"2006",194,-79.47,43.78,"Toronto",0.356666877958677,0.294350123745116
"2006",195,-71.269,42.528,"Billerica",0.266588747687855,0.2038579319487
"2006",195,-73.949,40.821,"CCNY",0.261111013762936,0.198895511736291
"2006",195,-79.75,44.226,"Egbert",0.257260535106931,0.197209329950821
"2006",195,-79.47,43.78,"Toronto",0.427514681359475,0.351446194214884
"2006",196,-71.269,42.528,"Billerica",0.369706090599799,0.315293515114079
"2006",196,-73.949,40.821,"CCNY",0.496694343900826,0.403605339508697
"2006",196,-79.75,44.226,"Egbert",0.111930530229582,0.0842748784168858
"2006",196,-79.47,43.78,"Toronto",0.141562839037992,0.11716932820222
"2006",197,-71.269,42.528,"Billerica",0.382545097207619,0.296610975203393
"2006",197,-73.949,40.821,"CCNY",0.176537674008709,0.138867170130502
"2006",197,-79.75,44.226,"Egbert",0.256156402303474,0.200465603940636
"2006",197,-79.47,43.78,"Toronto",0.245974418671938,0.190027787566944
"2006",198,-71.269,42.528,"Billerica",0.258431783580105,0.187386672015838
"2006",198,-73.949,40.821,"CCNY",0.31912192030905,0.237522146191554
"2006",198,-79.75,44.226,"Egbert",0.31853529538954,0.229993958417596
"2006",198,-79.47,43.78,"Toronto",0.34275428304369,0.255661722948269
"2006",199,-71.269,42.528,"Billerica",0.345124268245279,0.250855860651732
"2006",199,-73.949,40.821,"CCNY",0.609491914225246,0.465680619242077
"2006",199,-79.75,44.226,"Egbert",0.0947647588206866,0.0668874839800644
"2006",199,-79.47,43.78,"Toronto",0.183150208924143,0.138298435948884
"2006",200,-71.269,42.528,"Billerica",0.127136456117341,0.0912267502387615
"2006",200,-73.949,40.821,"CCNY",0.423257237733984,0.337251151833434
"2006",200,-79.75,44.226,"Egbert",0.13579476350992,0.100426230386404
"2006",200,-79.47,43.78,"Toronto",0.160485014119642,0.12784848570346
"2006",204,-79.75,44.226,"Egbert",0.116313788853769,0.0878375695555035
"2006",205,-71.269,42.528,"Billerica",0.0755799105310519,0.0533787637378646
"2006",205,-79.75,44.226,"Egbert",0.153637122894077,0.111639531020157
"2006",206,-71.269,42.528,"Billerica",0.407759303253168,0.290197095136587
"2006",206,-79.75,44.226,"Egbert",0.181837062349219,0.13407362566105
"2006",207,-71.269,42.528,"Billerica",0.646402734910135,0.480131983645413
"2006",207,-79.75,44.226,"Egbert",0.539320177625282,0.415128521158476
"2006",208,-71.269,42.528,"Billerica",0.772740678895217,0.596138014851845
"2006",208,-79.75,44.226,"Egbert",0.171634723138677,0.130609940449949
"2006",209,-79.75,44.226,"Egbert",0.150532985791353,0.113643775657366
"2006",210,-71.269,42.528,"Billerica",0.199557865076833,0.147531477620782
"2006",211,-71.269,42.528,"Billerica",0.252983906559061,0.187770926427809
"2006",211,-79.75,44.226,"Egbert",0.415860894926817,0.320952012040589
"2006",212,-71.269,42.528,"Billerica",0.364286610827746,0.26997060314393
"2006",212,-79.75,44.226,"Egbert",0.360033906000881,0.275761877243672
"2006",213,-71.269,42.528,"Billerica",0.492117350714608,0.393938951049778
"2006",213,-79.75,44.226,"Egbert",0.199094163022883,0.151340674486139
"2006",214,-71.269,42.528,"Billerica",0.301971707750627,0.236762900819111
"2006",215,-71.269,42.528,"Billerica",0.222326454620926,0.1688176721198
"2006",216,-71.269,42.528,"Billerica",0.127246438608551,0.0923259353458866
"2006",216,-73.949,40.821,"CCNY",0.138369017647929,0.112089735683528
"2006",216,-79.75,44.226,"Egbert",0.119795374555948,0.0908940916699205
"2006",217,-71.269,42.528,"Billerica",0.15191086325941,0.109061289068788
"2006",217,-73.949,40.821,"CCNY",0.152679253591203,0.118279808634339
"2006",217,-79.75,44.226,"Egbert",0.121199417887733,0.0904725890214179
"2006",218,-71.269,42.528,"Billerica",0.122520833555212,0.0930024437239101
"2006",218,-73.949,40.821,"CCNY",0.362157409145188,0.275683236501246
"2006",218,-79.75,44.226,"Egbert",0.150349874586993,0.113753353805414
"2006",219,-71.269,42.528,"Billerica",0.672133019952864,0.527162871915451
"2006",219,-73.949,40.821,"CCNY",0.797614137460604,0.639181688209527
"2006",219,-79.75,44.226,"Egbert",0.251495268707102,0.189303673837133
"2006",220,-71.269,42.528,"Billerica",0.12802871104597,0.099564094295906
"2006",220,-73.949,40.821,"CCNY",0.141013857001219,0.111018201338952
"2006",220,-79.75,44.226,"Egbert",0.0649480537557452,0.0509990641658101
"2006",221,-71.269,42.528,"Billerica",0.0875448067100002,0.0704684860036435
"2006",221,-73.949,40.821,"CCNY",0.239877283059779,0.182871462960387
"2006",221,-79.75,44.226,"Egbert",0.118927773619259,0.0929123135434966
"2006",222,-71.269,42.528,"Billerica",0.347258610719134,0.266963087131302
"2006",222,-73.949,40.821,"CCNY",0.627600005386631,0.479901114013762
"2006",222,-79.75,44.226,"Egbert",0.172219433686805,0.128827225992541
"2006",223,-71.269,42.528,"Billerica",0.0878950443238429,0.0692949905894851
"2006",223,-73.949,40.821,"CCNY",0.133205294965353,0.103796914167648
"2006",223,-79.75,44.226,"Egbert",0.0788915374667335,0.0620398839542718
"2006",224,-71.269,42.528,"Billerica",0.0855027048866101,0.0687376364527636
"2006",224,-73.949,40.821,"CCNY",0.0995061140431632,0.0804072164305299
"2006",224,-79.75,44.226,"Egbert",0.0951571133816379,0.074268530280246
"2006",225,-71.269,42.528,"Billerica",0.0810307907338425,0.0665684669646683
"2006",225,-73.949,40.821,"CCNY",0.103553354892731,0.0850719714047514
"2006",225,-79.75,44.226,"Egbert",0.0688989250284398,0.0529567148088463
"2006",226,-71.269,42.528,"Billerica",0.0949919546243888,0.0736474928218556
"2006",226,-73.949,40.821,"CCNY",0.373161869814741,0.27081882697671
"2006",227,-71.269,42.528,"Billerica",0.0994672196243263,0.0750832071051333
"2006",227,-73.949,40.821,"CCNY",0.19638082216928,0.152228671382962
"2006",227,-79.75,44.226,"Egbert",0.056211964595562,0.0421194345974453
"2006",228,-71.269,42.528,"Billerica",0.080015630642727,0.0628825891511398
"2006",228,-73.949,40.821,"CCNY",0.111147955843673,0.0854506222750345
"2006",228,-79.75,44.226,"Egbert",0.116648935591432,0.0917677331963367
"2006",229,-71.269,42.528,"Billerica",0.115043731852628,0.0859045001691736
"2006",229,-73.949,40.821,"CCNY",0.19231484305038,0.147775268390978
"2006",229,-79.75,44.226,"Egbert",0.154954397466851,0.120272823149562
"2006",230,-71.269,42.528,"Billerica",0.173125224446146,0.127756604690641
"2006",230,-73.949,40.821,"CCNY",0.156703102911032,0.11563764254146
"2006",230,-79.75,44.226,"Egbert",0.146163139001132,0.10620345534013
"2006",232,-71.269,42.528,"Billerica",0.524304231122724,0.419784571197566
"2006",232,-73.949,40.821,"CCNY",0.59751450209459,0.466162383858403
"2006",233,-73.949,40.821,"CCNY",0.0714193223821147,0.0570066162661545
"2006",233,-79.75,44.226,"Egbert",0.0328646614351495,0.0255291741818189
"2006",234,-71.269,42.528,"Billerica",0.0937478122983526,0.0723347882264954
"2006",234,-73.949,40.821,"CCNY",0.191390513544796,0.144468506622465
"2006",234,-79.75,44.226,"Egbert",0.097709609099838,0.0733700031492022
"2006",235,-71.269,42.528,"Billerica",0.261661801916162,0.194790955065379
"2006",235,-73.949,40.821,"CCNY",0.29352004583687,0.220834557013992
"2006",235,-79.75,44.226,"Egbert",0.109449646566486,0.0855106609124955
"2006",236,-71.269,42.528,"Billerica",0.244848538483605,0.183815345319894
"2006",236,-73.949,40.821,"CCNY",0.446004390364448,0.339777178630043
"2006",238,-71.269,42.528,"Billerica",0.179569765419364,0.134388672550633
"2006",239,-79.75,44.226,"Egbert",0.400649488425107,0.31540086667185
"2006",240,-79.75,44.226,"Egbert",0.106549348603912,0.0862038501743672
"2006",241,-79.75,44.226,"Egbert",0.0898986030968873,0.0679686995341613
"2006",242,-71.269,42.528,"Billerica",0.212152252275199,0.171116854518488
"2006",242,-79.75,44.226,"Egbert",0.0484404120272601,0.037294557860394
"2006",243,-79.75,44.226,"Egbert",0.0812294322789539,0.0614672437836453
"2006",244,-79.75,44.226,"Egbert",0.123871185983234,0.0980283733072719
"2006",247,-71.269,42.528,"Billerica",0.0682169701167898,0.0539093822851407
"2006",247,-73.949,40.821,"CCNY",0.128242017997798,0.100387167381116
"2006",248,-71.269,42.528,"Billerica",0.0310089149234906,0.0239135265683138
"2006",250,-71.269,42.528,"Billerica",0.202194275122247,0.155645774751291
"2006",250,-73.949,40.821,"CCNY",0.240336732552342,0.185730466340247
"2006",251,-71.269,42.528,"Billerica",0.512065594715217,0.388969767096832
"2006",251,-73.949,40.821,"CCNY",0.495401649544521,0.372462747213454
"2006",252,-71.269,42.528,"Billerica",0.437286471506622,0.322388355842587
"2006",252,-73.949,40.821,"CCNY",0.780843755644728,0.583641531003235
"2006",253,-71.269,42.528,"Billerica",0.0708886621095185,0.0536528542130157
"2006",253,-73.949,40.821,"CCNY",0.430010198883787,0.334869839646092
"2006",254,-71.269,42.528,"Billerica",0.0512474986753318,0.0401628972519111
"2006",254,-73.949,40.821,"CCNY",0.0940777263280758,0.0739902858068776
"2006",255,-71.269,42.528,"Billerica",0.0579501237294296,0.0459863041805517
"2006",255,-73.949,40.821,"CCNY",0.0885917472219731,0.0722558200757803
"2006",259,-71.269,42.528,"Billerica",0.241849883307388,0.189650321690654
"2006",259,-73.949,40.821,"CCNY",0.126253365414563,0.103063385254553
"2006",260,-71.269,42.528,"Billerica",0.441175454101572,0.340701540657378
"2006",260,-73.949,40.821,"CCNY",0.385088552574229,0.305555425961415
"2006",261,-71.269,42.528,"Billerica",0.276387577402864,0.216269203972079
